uid,iid,his_len,hist_id,rating,label,hist_rating,hist_label,timestamp
4178,3261,10,"[1025, 1117, 1501, 1729, 2009, 2010, 2040, 2059, 2588, 2931]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1455926400
6134,3848,10,"[676, 12, 116, 1598, 539, 7766, 1173, 4325, 5441, 522]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1487462400
11852,370,10,"[8694, 8908, 9638, 3681, 2220, 3456, 8594, 2572, 2572, 159]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1481760000
23,3403,10,"[3025, 2110, 6310, 5698, 7589, 6705, 2543, 2758, 8681, 8731]",4.0,0,"[5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 2.0, 5.0, 5.0]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",1480032000
1436,699,10,"[2504, 3878, 1226, 50, 51, 1110, 1359, 4990, 1469, 2007]",4.0,0,"[3.0, 5.0, 3.0, 5.0, 5.0, 4.0, 2.0, 4.0, 1.0, 5.0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",1437264000
4178,1522,10,"[4870, 5303, 5550, 5884, 7727, 8048, 8680, 8781, 1066, 1067]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1457049600
11155,420,10,"[6671, 7504, 9524, 304, 7054, 1061, 1522, 5062, 7576, 419]",5.0,1,"[5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",1491868800
9725,245,10,"[7256, 7540, 8244, 8245, 8283, 979, 8571, 6269, 815, 8993]",5.0,1,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1470873600
782,5784,10,"[694, 829, 830, 3846, 3846, 4449, 4449, 5882, 6490, 653]",3.0,0,"[5.0, 2.0, 2.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1446768000
3775,244,10,"[535, 799, 929, 5638, 2419, 761, 799, 2431, 4467, 15]",4.0,0,"[5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",1410652800
1929,7257,10,"[250, 7083, 1358, 1358, 7110, 7154, 7154, 7169, 7048, 7242]",5.0,1,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1428364800
8114,1236,10,"[8048, 2176, 4288, 1218, 1219, 9075, 9081, 1544, 5286, 5314]",4.0,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1468713600
8874,1816,10,"[12, 17, 1092, 1101, 3531, 3532, 488, 614, 2805, 820]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1462406400
855,1153,10,"[740, 965, 1122, 1441, 1483, 1265, 1322, 1644, 1644, 1667]",4.0,0,"[5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",1303257600
2592,5836,10,"[1205, 1336, 1886, 2171, 2176, 2498, 3482, 4644, 5340, 5576]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1455926400
285,4401,10,"[5106, 5372, 6036, 256, 257, 6776, 3899, 5301, 5506, 5441]",1.0,0,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",1453593600
12306,3736,10,"[2059, 6106, 9563, 276, 2020, 2085, 2086, 2498, 2588, 2685]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1496620800
7390,8457,10,"[7240, 1082, 7609, 336, 7384, 1553, 7869, 8034, 88, 4266]",5.0,1,"[5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1460678400
6030,6761,10,"[4217, 2085, 2086, 6216, 6568, 6616, 6632, 6635, 6718, 6813]",4.0,0,"[4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1421452800
4814,1966,10,"[4466, 1036, 1037, 2778, 3261, 5512, 1090, 1091, 3562, 6454]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1487116800
450,2031,10,"[93, 93, 804, 1318, 1473, 1473, 579, 970, 88, 2019]",4.0,0,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1317772800
4862,6323,10,"[8059, 8678, 9175, 9056, 3976, 656, 1081, 1146, 2202, 2202]",5.0,1,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1478044800
6391,4340,10,"[1207, 1757, 2048, 2240, 2487, 2553, 2583, 2837, 2838, 3575]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1403740800
8694,622,10,"[2100, 4822, 5945, 5946, 5946, 5969, 7980, 9317, 461, 620]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1485388800
6492,399,10,"[409, 3262, 2372, 2373, 2374, 6474, 6474, 1053, 1686, 2139]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1458864000
588,7753,10,"[335, 4783, 2202, 1690, 2244, 948, 1940, 4450, 5923, 4734]",5.0,1,"[3.0, 4.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 4.0, 5.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1438128000
9421,3435,10,"[7819, 7819, 7820, 1306, 7226, 2710, 488, 2067, 2067, 3435]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1479081600
989,6463,10,"[605, 605, 3769, 5613, 4969, 1101, 2696, 3260, 297, 297]",5.0,1,"[4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1436400000
516,4858,10,"[627, 371, 1691, 690, 3041, 3680, 3748, 4146, 4160, 4876]",5.0,1,"[4.0, 5.0, 5.0, 2.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1388448000
1616,7773,10,"[1460, 1483, 620, 622, 1812, 370, 4782, 6281, 6490, 6821]",1.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1437264000
171,1161,10,"[1070, 1071, 1069, 1069, 1070, 1070, 1070, 1070, 1071, 1071]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1381795200
5784,4722,10,"[3908, 4037, 5074, 5757, 7321, 1212, 4267, 4371, 4417, 4559]",5.0,1,"[5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1431648000
3302,8095,10,"[4286, 4538, 833, 7534, 5320, 1653, 6380, 6380, 7353, 7359]",3.0,0,"[4.0, 5.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",1446422400
3368,4596,10,"[763, 3332, 3332, 1613, 1104, 1649, 974, 4596, 3200, 6271]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1447718400
5990,63,10,"[209, 210, 2390, 568, 2635, 2059, 179, 1966, 7922, 1827]",5.0,1,"[4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1463011200
966,1761,10,"[386, 1342, 1389, 1782, 514, 514, 568, 2293, 1681, 1186]",5.0,1,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",1352678400
3653,6171,10,"[4370, 1966, 4187, 148, 942, 3610, 5378, 1182, 99, 99]",5.0,1,"[2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1430092800
936,6129,10,"[1577, 1949, 2892, 2614, 2668, 4858, 6518, 6763, 7025, 7085]",5.0,1,"[5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1459036800
11572,6619,10,"[7430, 7726, 179, 345, 573, 573, 919, 4046, 4139, 6160]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1477526400
5163,3871,10,"[1066, 1067, 1173, 1459, 1702, 1767, 1770, 2096, 2207, 2898]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 2.0, 5.0]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",1384905600
11542,7392,10,"[9365, 2236, 9026, 2007, 3797, 7392, 7392, 7392, 7392, 7392]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1484006400
1950,3339,10,"[2788, 2790, 4849, 975, 3095, 6513, 6513, 2368, 2394, 1469]",4.0,0,"[1.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",1425081600
1287,667,10,"[2545, 1596, 2300, 5467, 5549, 5572, 2117, 4311, 2528, 5733]",4.0,0,"[4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 3.0]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",1405900800
7249,622,10,"[1339, 1996, 586, 335, 787, 747, 748, 1557, 3224, 620]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1459728000
9390,1182,10,"[2649, 5909, 3579, 8935, 311, 117, 2276, 9717, 2936, 9721]",4.0,0,"[4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 2.0, 5.0, 2.0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1493769600
27,8114,10,"[1155, 1081, 482, 1746, 4801, 6662, 2786, 7617, 6705, 7752]",5.0,1,"[4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 4.0]","[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]",1444694400
7573,3695,10,"[3218, 3436, 3621, 3694, 3694, 3694, 3694, 3695, 3695, 3695]",5.0,1,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1415664000
148,1070,10,"[1035, 1035, 1212, 1310, 1310, 1697, 747, 748, 2154, 1069]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1330819200
6638,2684,10,"[23, 32, 366, 686, 913, 1056, 1426, 1426, 2489, 2684]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1424995200
2791,3288,10,"[5494, 5860, 7175, 1442, 2245, 8532, 8752, 8726, 9485, 9758]",3.0,0,"[5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 1.0, 5.0, 5.0, 3.0]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1493769600
628,8748,10,"[652, 652, 6332, 6332, 7465, 8011, 7946, 8558, 8578, 8638]",5.0,1,"[5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",1455667200
9329,2489,10,"[657, 1025, 1478, 4365, 4454, 5576, 5719, 5719, 1301, 1757]",5.0,1,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1491177600
2935,1053,10,"[488, 761, 2489, 2588, 281, 283, 4215, 7187, 1888, 4109]",4.0,0,"[4.0, 2.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 3.0, 4.0]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1450828800
6516,3702,10,"[719, 720, 721, 3452, 5552, 970, 6758, 1411, 1850, 3553]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1432166400
269,1217,10,"[868, 875, 1209, 1225, 1225, 1025, 1122, 1302, 1342, 1629]",5.0,1,"[5.0, 1.0, 3.0, 5.0, 5.0, 2.0, 3.0, 5.0, 5.0, 4.0]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",1299628800
469,2865,10,"[976, 1165, 1207, 1800, 2317, 1155, 1069, 1070, 1070, 1071]",1.0,0,"[4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1385596800
11010,8420,10,"[2346, 2346, 2346, 2346, 2372, 2373, 2374, 3511, 8192, 8192]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1460332800
9825,6230,10,"[4437, 4894, 5225, 5349, 5415, 5944, 6062, 6063, 6475, 7510]",5.0,1,"[3.0, 3.0, 5.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1456185600
5460,7076,10,"[2298, 6435, 6990, 13, 17, 4650, 6447, 1865, 6973, 1552]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1461628800
9289,365,10,"[6858, 2290, 2188, 6427, 7299, 2275, 3441, 1530, 3784, 365]",3.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 3.0, 5.0, 3.0]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1486080000
930,2739,10,"[810, 862, 1028, 1496, 1806, 1955, 2503, 2559, 2619, 2710]",4.0,0,"[3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1342656000
11865,7818,10,"[3383, 4870, 5033, 5790, 5842, 5944, 6132, 6593, 7401, 7402]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1496793600
7332,7344,10,"[3437, 3626, 5786, 231, 1260, 3991, 2489, 3083, 7516, 4807]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1467763200
462,3420,10,"[2422, 2342, 2614, 2009, 1145, 3842, 1786, 3913, 4685, 5024]",5.0,1,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",1410048000
4207,2384,10,"[3450, 3871, 4109, 5479, 5479, 5479, 5479, 5575, 7111, 7112]",4.0,0,"[5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1452211200
6398,5493,10,"[942, 1104, 1411, 1411, 1649, 1653, 3149, 3700, 4360, 5404]",4.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1403827200
1824,9425,10,"[7886, 7967, 8084, 8098, 8378, 719, 720, 721, 8099, 9250]",4.0,0,"[3.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",1471910400
450,810,10,"[782, 793, 793, 794, 794, 795, 795, 796, 796, 212]",4.0,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1253836800
11010,8192,10,"[1782, 1795, 2346, 2346, 2346, 2346, 2372, 2373, 2374, 3511]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1460332800
7508,796,10,"[793, 793, 793, 793, 793, 793, 793, 795, 795, 796]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1428710400
1225,5982,10,"[2772, 2669, 5089, 5236, 5366, 5532, 5204, 291, 5786, 6028]",5.0,1,"[5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]",1410825600
5166,7479,10,"[4659, 4939, 291, 3905, 5786, 7085, 7221, 5992, 2035, 5137]",3.0,0,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 2.0]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",1431475200
1123,4425,10,"[9328, 289, 6628, 1101, 2464, 9456, 8817, 9779, 8565, 4148]",5.0,1,"[5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1487635200
4843,4993,10,"[1097, 676, 7842, 731, 731, 1747, 1748, 7872, 5961, 7052]",4.0,0,"[4.0, 2.0, 2.0, 4.0, 4.0, 1.0, 1.0, 3.0, 5.0, 3.0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1472601600
2862,4215,10,"[2249, 2364, 1469, 4032, 1605, 2446, 1325, 232, 1595, 730]",3.0,0,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1429228800
7332,6851,10,"[7344, 3992, 6127, 6794, 9219, 686, 4805, 9301, 2355, 3253]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1471305600
9538,2519,10,"[913, 970, 1034, 1173, 1220, 1516, 1558, 1729, 2155, 2327]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1439164800
3440,573,10,"[1654, 1654, 1284, 1284, 1339, 389, 390, 256, 257, 6359]",4.0,0,"[4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1462579200
3930,1257,10,"[2156, 2156, 2534, 2534, 3101, 3101, 797, 5313, 1256, 1256]",5.0,1,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1438214400
6162,2316,10,"[2535, 5386, 586, 4050, 6447, 225, 226, 7316, 1110, 1665]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1429228800
501,10,10,"[790, 791, 792, 836, 944, 1159, 1160, 583, 1312, 914]",5.0,1,"[4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1294099200
10184,1095,10,"[2075, 4344, 7135, 7366, 8897, 8898, 2403, 2363, 396, 1095]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1469836800
6134,7766,10,"[6061, 3942, 5778, 6061, 5327, 676, 12, 116, 1598, 539]",5.0,1,"[2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1454198400
3352,1426,10,"[1492, 3261, 6313, 6541, 6541, 1035, 1035, 6926, 7826, 1414]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1458086400
12212,778,10,"[829, 830, 3818, 8678, 276, 2009, 2717, 291, 5786, 777]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1496102400
83,8778,10,"[1039, 1239, 1686, 1742, 1742, 1843, 2421, 2004, 4969, 6264]",5.0,1,"[5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",1458345600
336,2810,10,"[3470, 1800, 5011, 5460, 5460, 3783, 5044, 3775, 4273, 4523]",4.0,0,"[1.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",1417910400
11274,9127,10,"[793, 811, 1250, 3711, 5208, 5209, 6132, 6433, 8581, 8835]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1487894400
