uid,iid,his_len,hist_id,rating,label,hist_rating,hist_label,timestamp
2579,59,10,"[1039, 1830, 2203, 2420, 4396, 4397, 4804, 2273, 2450, 2450]",3.0,0,"[2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0, 4.0, 3.0, 3.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1419552000
7028,14473,10,"[5514, 12468, 12765, 12992, 13342, 12988, 13456, 8715, 12183, 13653]",5.0,1,"[5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1448064000
18756,18934,10,"[11171, 13766, 13996, 15503, 15819, 16104, 17550, 17802, 18137, 18727]",5.0,1,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1493683200
11227,4411,10,"[2820, 3749, 4438, 5046, 5577, 5677, 7961, 853, 855, 2683]",5.0,1,"[5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1476144000
940,812,10,"[1503, 1504, 1505, 3422, 3423, 139, 4368, 5672, 5861, 7928]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1440028800
9602,7947,10,"[1056, 1056, 1610, 1980, 1981, 4115, 4132, 4227, 5422, 6909]",5.0,1,"[4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1435708800
10802,18602,10,"[18593, 18672, 18647, 18735, 17637, 18540, 18733, 18496, 18574, 19012]",4.0,0,"[4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1475280000
5696,13461,10,"[5524, 6266, 2142, 7571, 11305, 2954, 11907, 8031, 12565, 13635]",5.0,1,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1452816000
4898,17452,10,"[1378, 1579, 1953, 2021, 2273, 3899, 4593, 6877, 12775, 15139]",4.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1461715200
2456,11339,10,"[4183, 4183, 4184, 4185, 4186, 5916, 10328, 10310, 4136, 8369]",5.0,1,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1438560000
4276,3882,10,"[741, 810, 811, 859, 1419, 1727, 2122, 2599, 3787, 3839]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1420243200
11462,3763,10,"[1400, 1916, 2072, 2079, 2919, 732, 5163, 12148, 6203, 9816]",5.0,1,"[4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 4.0]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1464652800
14519,19739,10,"[3034, 3483, 4565, 11004, 11490, 11987, 16847, 18333, 18595, 19662]",5.0,1,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",1498089600
9366,11632,10,"[254, 254, 3705, 12657, 2529, 2714, 594, 7784, 16107, 2026]",4.0,0,"[2.0, 2.0, 3.0, 4.0, 5.0, 1.0, 5.0, 1.0, 5.0, 5.0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1483920000
8908,534,10,"[3988, 2697, 3884, 6239, 1038, 2073, 3066, 3194, 8305, 9860]",5.0,1,"[4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1476662400
8,322,10,"[54, 2149, 5734, 146, 6074, 3286, 14397, 4173, 15046, 15631]",4.0,0,"[4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",1453161600
3145,496,10,"[4329, 5394, 5746, 7688, 1520, 4976, 347, 347, 2517, 300]",5.0,1,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1441152000
11213,1895,10,"[11783, 12029, 12324, 13362, 13475, 13476, 209, 211, 626, 1271]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1448150400
16369,18422,10,"[9131, 1169, 11642, 14059, 16644, 18166, 18313, 19065, 20381, 16996]",5.0,1,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1487808000
6378,1417,10,"[8960, 9725, 9725, 10824, 3544, 6035, 7397, 7922, 8269, 15259]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1484524800
9212,13737,10,"[1884, 6298, 10192, 14254, 17157, 10868, 1404, 4586, 345, 1259]",2.0,0,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1487721600
8719,18796,10,"[13713, 15547, 15393, 15010, 16878, 14039, 15449, 14686, 16706, 17536]",2.0,0,"[1.0, 5.0, 5.0, 1.0, 5.0, 1.0, 5.0, 4.0, 3.0, 5.0]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",1487808000
3705,17297,10,"[11748, 11752, 11801, 12470, 12742, 13764, 14108, 1867, 7033, 12535]",4.0,0,"[4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1471737600
7743,12687,10,"[1727, 1833, 1833, 1926, 1933, 1934, 5076, 9414, 10753, 11004]",4.0,0,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1452556800
1919,16328,10,"[3068, 47, 4547, 6557, 10344, 15168, 36, 7204, 17958, 13798]",5.0,1,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1484611200
5873,18499,10,"[6867, 18077, 17956, 18647, 4679, 6925, 18584, 18432, 18208, 18302]",5.0,1,"[3.0, 5.0, 5.0, 3.0, 5.0, 3.0, 3.0, 5.0, 4.0, 4.0]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1472947200
516,2474,10,"[425, 576, 576, 1242, 5802, 737, 2677, 4611, 4611, 11198]",5.0,1,"[5.0, 5.0, 5.0, 4.0, 5.0, 2.0, 1.0, 2.0, 2.0, 2.0]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",1450828800
10770,12163,10,"[9002, 9851, 1336, 14420, 9193, 14565, 1515, 4328, 6396, 6767]",5.0,1,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1451520000
9191,7940,10,"[2670, 2932, 3756, 4201, 5807, 6732, 7014, 7075, 7525, 7755]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1433808000
15692,18802,10,"[16046, 18230, 19881, 19882, 19717, 7551, 9680, 13656, 17227, 17228]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1486512000
7124,14245,10,"[9371, 9105, 9472, 7235, 10940, 10929, 11268, 11727, 1516, 11539]",5.0,1,"[5.0, 3.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",1446854400
3264,14779,10,"[2121, 2122, 2209, 2599, 1716, 2832, 13185, 13266, 13266, 8322]",3.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1454284800
1540,551,10,"[2427, 2642, 6650, 2877, 4764, 6519, 9526, 9528, 11828, 228]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1445731200
327,17893,10,"[9647, 14154, 17573, 17610, 17711, 18002, 17699, 18099, 18104, 17753]",4.0,0,"[4.0, 3.0, 3.0, 5.0, 3.0, 5.0, 5.0, 1.0, 4.0, 3.0]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",1469664000
2774,14861,10,"[2667, 3594, 3943, 5885, 6679, 10652, 11980, 12221, 12498, 14406]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1482883200
10622,2074,10,"[883, 10681, 19747, 19897, 369, 1123, 1663, 5093, 9283, 195]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 2.0, 5.0]","[1, 1, 1, 1, 1, 0, 1, 0, 0, 1]",1489276800
542,18537,10,"[14909, 17618, 17929, 18111, 18342, 18102, 18498, 18344, 7029, 18794]",5.0,1,"[4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",1474243200
2897,11058,10,"[117, 413, 462, 10291, 10291, 1154, 4265, 6651, 8471, 17612]",4.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1480896000
15699,5486,10,"[18627, 15168, 18165, 18178, 18313, 18429, 543, 2771, 2773, 2778]",3.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1482192000
11807,3483,10,"[1054, 1330, 1437, 1550, 1551, 1569, 1570, 1628, 3029, 3244]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1445558400
1763,11485,10,"[2747, 7538, 5296, 11318, 13691, 7194, 8344, 3238, 5809, 6638]",4.0,0,"[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",1473984000
7882,18622,10,"[11042, 12396, 12033, 12220, 12311, 13235, 13077, 14341, 15665, 18019]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1471046400
14535,17321,10,"[15933, 15150, 16662, 10446, 10597, 13779, 3715, 13097, 14277, 14877]",5.0,1,"[5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1461024000
6546,18647,10,"[14377, 15661, 15616, 16481, 16806, 16812, 15911, 16641, 18254, 6867]",5.0,1,"[4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1474243200
10813,18247,10,"[1471, 3471, 3471, 16066, 7427, 16934, 4566, 16105, 17767, 18049]",4.0,0,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",1468454400
2673,4548,10,"[303, 1311, 2367, 2637, 2639, 2640, 2641, 3916, 4546, 4547]",5.0,1,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1418256000
